Frame	Time	R_HLE X	R_HLE Y	R_HLE Z	R_HEAD X	R_HEAD Y	R_HEAD Z	RIAS X	RIAS Y	RIAS Z	RIPS X	RIPS Y	RIPS Z	LIPS X	LIPS Y	LIPS Z	L_FM2 X	L_FM2 Y	L_FM2 Z	SJN X	SJN Y	SJN Z	L_FLE X	L_FLE Y	L_FLE Z	R_FLE X	R_FLE Y	R_FLE Z	L_FCC X	L_FCC Y	L_FCC Z	L_HEAD X	L_HEAD Y	L_HEAD Z	L_FAL X	L_FAL Y	L_FAL Z	R_HM2 X	R_HM2 Y	R_HM2 Z	SGL X	SGL Y	SGL Z	R_FCC X	R_FCC Y	R_FCC Z	R_FAL X	R_FAL Y	R_FAL Z	LIAS X	LIAS Y	LIAS Z	L_HM2 X	L_HM2 Y	L_HM2 Z	L_HLE X	L_HLE Y	L_HLE Z	SXS X	SXS Y	SXS Z	R_FM2 X	R_FM2 Y	R_FM2 Z	
1006	2.51250	1401.126	620.251	1137.643	1216.539	374.660	1502.658	1173.834	418.316	891.902	1317.435	399.314	964.820	1352.039	238.146	952.095	1443.948	288.016	50.378	1118.233	297.424	1223.144	1332.913	195.345	402.795	1001.418	439.806	485.039	1606.343	288.760	118.361	1230.411	185.806	1502.714	1539.405	253.105	91.029	1293.232	575.359	904.072	1090.411	278.148	1565.119	1354.389	370.864	286.361	1320.682	422.149	248.436	1208.880	173.563	886.915	1123.563	58.884	874.800	1308.078	-37.238	1074.854	1101.177	291.788	1082.826	1234.591	392.065	126.380
1007	2.51500	1393.136	619.639	1141.368	1206.122	375.471	1504.797	1161.942	418.560	894.941	1305.365	398.780	966.928	1339.305	236.959	953.719	1442.862	287.715	50.419	1107.431	298.423	1225.798	1329.441	194.778	404.908	988.637	439.430	488.257	1603.503	287.523	122.866	1219.725	186.509	1504.763	1537.167	252.111	94.141	1282.102	574.073	909.724	1079.813	278.930	1567.168	1335.999	370.873	278.898	1300.478	421.960	241.757	1193.794	175.524	888.823	1108.531	61.677	881.959	1295.875	-37.215	1078.166	1089.636	292.739	1085.318	1211.490	391.654	122.838
1008	2.51750	1384.911	618.858	1145.082	1195.621	376.290	1506.798	1150.206	418.847	897.992	1294.151	398.244	969.196	1326.620	235.909	955.081	1441.620	287.406	50.483	1096.850	299.451	1228.495	1325.175	194.115	407.496	976.027	439.024	491.474	1600.514	286.114	127.679	1208.996	187.303	1506.863	1534.605	250.913	97.621	1270.784	572.808	915.472	1069.250	279.800	1569.240	1317.388	370.962	271.455	1280.676	422.167	234.988	1182.312	174.999	890.100	1093.860	64.383	889.336	1283.408	-37.042	1081.424	1078.473	293.619	1088.150	1187.504	391.043	119.412
1009	2.52000	1376.701	618.132	1148.723	1185.272	377.105	1508.938	1138.441	419.078	901.190	1282.982	397.770	971.351	1313.390	234.728	956.925	1440.144	286.667	50.641	1086.131	300.386	1231.143	1320.155	193.227	410.514	963.565	438.567	494.689	1597.135	284.697	132.649	1198.350	188.188	1508.818	1532.020	249.647	101.202	1259.514	571.493	921.168	1058.637	280.697	1571.347	1298.473	371.125	263.957	1260.483	422.266	228.479	1170.928	174.488	891.074	1079.502	66.961	896.653	1271.122	-36.852	1084.911	1067.332	294.512	1090.866	1163.640	390.502	116.100
1010	2.52250	1368.171	617.258	1152.407	1174.972	377.981	1511.263	1126.730	419.374	904.331	1271.575	397.334	973.723	1300.572	233.272	958.505	1438.748	286.511	50.445	1076.212	301.437	1233.816	1314.532	192.164	413.922	951.321	438.102	497.676	1593.619	283.103	137.670	1187.725	188.907	1510.899	1529.128	248.361	104.822	1247.847	570.068	926.845	1048.094	281.700	1573.347	1279.540	371.400	256.380	1239.470	422.567	221.541	1156.595	175.931	892.806	1065.249	69.519	903.866	1258.910	-36.690	1088.128	1056.257	295.427	1093.537	1139.611	389.722	113.066
1011	2.52500	1359.695	616.332	1155.964	1164.140	378.696	1513.411	1114.927	419.613	907.449	1260.512	396.715	975.945	1287.488	232.141	960.246	1437.511	286.293	50.629	1065.563	302.458	1236.553	1308.573	191.059	417.562	939.344	437.650	500.535	1589.482	281.784	142.641	1177.055	189.683	1512.911	1525.846	246.934	108.606	1236.277	568.731	932.567	1038.500	282.843	1575.321	1260.457	371.693	248.865	1218.744	422.536	215.613	1143.703	176.162	894.472	1051.198	72.054	911.130	1246.986	-36.516	1091.427	1044.964	296.309	1096.327	1115.542	389.082	110.236
1012	2.52750	1351.162	615.451	1159.437	1153.973	379.621	1515.487	1103.331	419.899	910.571	1249.384	396.026	978.220	1274.420	230.705	961.918	1435.703	285.792	50.500	1054.838	303.403	1239.258	1302.458	189.960	421.264	927.485	437.257	503.333	1585.143	280.107	147.900	1166.383	190.556	1514.891	1521.993	245.380	112.685	1224.720	567.243	938.331	1027.909	283.839	1577.299	1241.025	371.903	241.358	1198.521	422.689	209.243	1129.948	177.233	896.143	1037.387	74.444	918.330	1234.764	-36.204	1094.823	1033.655	297.263	1099.098	1091.409	388.395	107.589
1013	2.53000	1342.476	614.475	1163.062	1143.354	380.436	1517.468	1091.509	420.077	913.659	1238.258	395.303	980.381	1261.079	229.445	963.573	1434.066	285.504	50.398	1044.118	304.433	1241.946	1296.213	188.860	425.236	915.661	436.787	505.920	1580.231	278.436	153.193	1155.679	191.392	1516.883	1517.965	243.747	116.642	1213.135	565.960	943.842	1017.231	284.744	1579.282	1221.130	372.585	233.896	1177.962	422.484	203.266	1116.915	177.504	897.351	1023.725	76.844	925.617	1222.842	-35.966	1098.121	1022.402	298.168	1101.781	1067.343	387.514	105.211
1014	2.53250	1333.730	613.454	1166.500	1132.744	381.288	1519.427	1079.882	420.233	917.001	1227.166	394.553	982.596	1248.053	228.063	965.549	1432.246	285.123	50.307	1033.378	305.332	1244.636	1289.808	187.826	429.205	904.213	436.325	508.395	1574.823	277.205	158.631	1145.087	192.211	1518.909	1513.402	242.081	120.931	1201.259	564.408	949.475	1006.622	285.726	1581.098	1200.550	371.600	225.954	1157.040	422.673	197.473	1103.487	178.564	899.505	1010.293	79.108	932.723	1210.990	-35.680	1101.541	1011.255	299.107	1104.382	1043.181	386.631	103.089
1015	2.53500	1324.750	612.447	1170.022	1122.432	382.138	1521.347	1068.218	420.488	920.136	1216.005	393.835	984.795	1234.770	226.977	967.358	1430.334	284.918	50.298	1022.724	306.256	1247.193	1283.345	186.820	433.275	892.835	435.872	510.812	1568.944	275.485	164.086	1134.393	193.035	1520.903	1508.254	240.335	125.360	1190.306	563.404	954.980	996.028	286.750	1582.918	1181.073	372.761	219.782	1135.756	422.681	191.585	1090.153	179.160	901.075	997.019	81.299	939.550	1199.085	-35.393	1104.844	999.921	300.032	1106.946	1019.054	385.743	101.232
1016	2.53750	1315.908	611.390	1173.395	1111.931	383.015	1523.195	1056.645	420.820	923.113	1205.044	393.018	986.954	1221.645	225.684	969.205	1428.658	284.693	50.052	1012.046	307.195	1249.827	1276.310	185.653	437.386	881.553	435.371	512.937	1562.695	273.912	169.485	1123.727	193.866	1522.814	1502.693	238.534	129.918	1178.337	561.972	960.289	985.453	287.745	1584.834	1160.961	373.059	212.533	1114.137	422.871	185.771	1076.920	179.794	902.600	983.909	83.553	946.387	1187.267	-35.161	1108.164	988.574	300.997	1109.517	994.942	384.850	99.517
1017	2.54000	1306.834	610.411	1176.642	1101.393	383.783	1525.063	1045.051	421.119	926.006	1193.967	392.246	989.030	1208.620	224.530	971.135	1427.009	284.544	49.539	1001.202	308.048	1252.374	1270.077	185.023	441.646	870.463	434.889	514.964	1556.103	272.400	175.161	1113.042	194.710	1524.718	1497.080	236.858	134.149	1166.337	560.485	965.824	974.848	288.753	1586.643	1140.504	373.243	205.720	1092.801	422.514	179.986	1063.631	180.536	904.160	971.012	85.518	953.149	1174.954	-34.737	1111.521	977.196	301.925	1112.031	969.920	384.219	98.159
1018	2.54250	1297.492	609.279	1179.884	1090.864	384.675	1526.755	1033.573	421.479	928.902	1182.971	391.452	991.017	1195.403	223.524	972.925	1425.788	284.700	49.229	990.381	308.881	1254.921	1262.941	184.015	445.734	859.528	434.359	516.849	1548.870	270.924	181.157	1102.401	195.586	1526.589	1491.448	235.291	138.393	1154.222	559.068	970.961	964.210	289.815	1588.283	1119.960	373.600	198.681	1071.018	422.693	174.454	1050.480	181.123	905.838	958.237	87.586	959.886	1163.237	-34.425	1114.768	965.956	302.933	1114.295	945.839	383.421	97.015
1019	2.54500	1288.451	608.278	1183.017	1080.370	385.565	1528.450	1022.045	421.895	931.723	1171.850	390.820	992.894	1182.418	222.478	974.609	1425.337	285.878	48.704	979.578	309.753	1257.446	1255.887	183.389	450.169	848.637	433.799	518.544	1541.301	269.516	187.181	1091.767	196.475	1528.318	1485.558	233.694	142.529	1142.368	557.750	976.147	953.481	290.837	1589.936	1098.841	373.625	191.745	1049.189	422.633	169.288	1037.177	181.827	907.463	945.552	89.563	966.441	1151.564	-34.126	1117.944	954.403	303.803	1116.570	921.729	382.467	96.070
1020	2.54750	1279.065	607.208	1185.939	1069.848	386.359	1530.097	1010.805	422.414	934.488	1160.683	390.148	994.975	1169.329	221.637	976.604	1423.839	286.087	49.180	968.913	310.631	1259.770	1248.681	182.739	454.468	838.078	433.320	520.014	1533.522	268.171	192.899	1081.082	197.271	1530.127	1479.695	232.191	146.675	1130.151	556.375	981.415	942.837	291.961	1591.543	1078.010	373.579	185.032	1027.358	422.382	163.968	1023.867	182.402	909.012	933.040	91.505	972.708	1139.875	-33.755	1121.114	942.303	304.830	1118.900	897.639	381.560	95.392
1021	2.55000	1269.863	606.256	1188.841	1059.418	387.248	1531.563	999.556	423.009	936.910	1149.567	389.446	996.729	1156.556	220.745	978.423	1421.777	285.973	50.348	957.970	311.469	1262.172	1241.303	182.095	458.827	827.506	432.854	521.452	1525.780	267.114	198.791	1070.375	198.084	1531.830	1473.572	230.858	150.657	1117.918	555.000	986.299	932.261	293.074	1592.973	1056.891	373.599	178.643	1005.415	422.130	158.895	1010.742	183.019	910.771	920.746	93.382	978.999	1128.311	-33.448	1124.094	930.794	305.693	1121.066	873.632	380.768	94.893
1022	2.55250	1260.346	605.166	1191.457	1048.855	388.104	1532.957	988.272	423.520	939.419	1138.441	388.839	998.502	1143.767	219.827	980.304	1419.744	285.962	52.332	947.052	312.310	1264.339	1234.200	181.825	463.274	817.028	432.363	522.714	1518.278	266.051	204.782	1059.639	198.936	1533.449	1467.299	229.745	154.989	1105.916	553.765	991.024	921.570	294.088	1594.428	1035.621	373.558	172.223	982.855	421.581	154.163	997.800	183.401	912.561	908.364	95.190	985.078	1117.416	-33.711	1127.156	919.155	306.574	1123.222	849.633	379.931	94.785
1023	2.55500	1250.943	604.233	1194.098	1038.326	388.967	1534.313	977.099	424.140	941.769	1127.312	388.367	1000.187	1131.688	218.846	981.851	1417.013	285.429	55.088	936.196	313.226	1266.533	1226.393	181.265	467.572	806.794	431.825	523.812	1511.208	264.681	210.632	1048.904	199.772	1535.076	1460.915	228.803	159.546	1093.774	552.439	995.695	910.868	295.134	1595.895	1014.119	373.492	166.265	960.724	421.163	149.639	984.294	184.315	914.045	896.127	96.966	991.041	1106.015	-33.499	1130.103	907.503	307.446	1125.319	825.319	379.206	94.967
1024	2.55750	1241.241	603.218	1196.401	1027.779	389.812	1535.703	966.089	424.799	943.926	1115.991	387.952	1001.788	1118.977	218.116	983.685	1413.961	284.628	58.561	925.338	314.093	1268.626	1218.396	180.720	471.771	796.565	431.367	524.753	1504.494	263.292	216.504	1038.183	200.656	1536.644	1454.836	227.743	164.427	1081.513	551.300	1000.228	900.247	296.206	1597.200	992.634	373.243	160.362	938.544	421.075	145.412	971.241	184.488	915.925	884.037	98.703	996.769	1093.885	-32.719	1132.879	895.995	308.243	1127.226	801.471	378.506	95.383
1025	2.56000	1231.889	602.285	1198.585	1017.123	390.630	1537.053	954.951	425.409	945.981	1104.783	387.499	1003.332	1106.562	217.422	985.252	1411.031	283.507	62.507	914.362	314.920	1270.688	1210.479	180.383	475.618	786.451	430.896	525.687	1498.103	262.230	222.430	1027.444	201.527	1538.106	1448.821	226.915	169.867	1069.285	550.011	1004.591	889.504	297.245	1598.528	971.006	372.889	154.903	916.313	420.594	141.369	958.700	184.802	917.834	871.995	100.314	1002.134	1082.491	-32.539	1135.636	884.192	309.040	1129.053	777.725	377.902	96.014
1026	2.56250	1222.219	601.354	1200.643	1006.578	391.481	1538.170	944.008	426.084	947.588	1093.520	387.113	1004.802	1094.320	216.768	986.875	1407.463	282.145	67.462	903.504	315.815	1272.494	1202.124	180.126	479.296	776.442	430.535	526.433	1491.809	261.268	228.722	1016.811	202.385	1539.432	1443.157	226.032	175.487	1057.138	548.933	1008.825	878.849	298.234	1599.691	948.724	373.202	149.978	893.954	420.166	137.687	946.121	185.122	919.614	860.028	101.888	1007.337	1071.137	-32.403	1138.167	872.589	309.875	1130.682	754.093	377.260	97.103
1027	2.56500	1212.442	600.402	1202.359	996.272	392.384	1539.332	932.901	426.691	949.313	1082.751	386.849	1006.263	1082.136	216.152	988.676	1403.356	280.506	72.883	892.371	316.650	1274.227	1193.551	179.865	482.580	766.549	430.201	526.941	1485.773	260.961	234.994	1006.006	203.193	1540.765	1437.770	225.204	181.407	1044.932	547.756	1012.880	868.153	299.200	1600.880	927.017	373.085	145.183	872.187	419.372	134.283	933.650	185.480	921.288	848.147	103.374	1012.396	1059.932	-32.327	1140.754	860.958	310.673	1132.312	730.750	376.472	98.389
1028	2.56750	1202.792	599.611	1203.896	985.693	393.286	1540.336	922.075	427.344	950.716	1071.537	386.418	1007.871	1070.118	215.502	990.184	1398.969	278.671	78.916	881.283	317.510	1275.882	1184.675	179.678	485.496	756.682	429.873	527.446	1479.693	260.887	241.575	995.284	204.052	1542.089	1432.642	224.334	187.520	1032.500	546.582	1016.853	857.288	300.174	1601.907	905.559	372.258	140.434	849.831	418.727	131.120	921.503	185.735	922.987	836.388	104.812	1017.042	1048.590	-32.246	1143.290	849.250	311.437	1133.914	707.583	375.825	100.046
1029	2.57000	1192.894	598.665	1205.356	975.047	394.212	1541.463	911.109	427.824	951.930	1060.356	385.967	1009.381	1058.138	214.987	991.830	1394.490	276.696	85.005	870.270	318.397	1277.365	1175.115	179.469	488.012	746.776	429.655	527.720	1473.490	260.896	248.223	984.481	204.952	1543.200	1427.425	223.596	193.907	1019.796	545.476	1020.275	846.526	301.099	1603.037	884.144	371.568	136.206	827.688	418.744	128.684	909.385	186.023	924.727	824.813	106.170	1021.561	1037.351	-32.166	1145.426	837.527	312.186	1135.414	684.662	375.004	101.927
1030	2.57250	1183.337	597.931	1206.631	964.367	395.054	1542.395	900.238	428.286	952.975	1049.010	385.676	1010.863	1046.344	214.489	993.639	1389.760	274.654	91.227	859.129	319.279	1278.968	1165.250	179.172	489.971	737.065	429.454	527.848	1467.459	260.722	255.255	973.579	205.800	1544.297	1422.232	222.686	200.667	1007.651	544.504	1023.873	835.759	302.115	1604.164	862.559	371.123	132.390	804.348	417.034	126.142	897.557	186.213	926.300	813.159	107.474	1025.720	1025.963	-32.130	1147.576	825.888	312.942	1136.726	661.929	374.180	104.194
1031	2.57500	1173.466	597.122	1207.531	953.553	395.933	1543.363	889.435	428.706	953.828	1036.957	385.730	1011.471	1034.663	213.944	995.210	1384.981	272.672	97.483	848.030	320.163	1280.356	1154.840	178.745	491.695	727.357	429.405	527.906	1461.032	260.403	262.389	962.882	206.734	1545.272	1417.021	221.696	207.463	995.479	543.534	1027.333	825.011	303.172	1605.247	841.017	370.498	128.801	782.704	415.916	123.964	885.709	186.320	927.991	801.481	108.849	1029.492	1014.809	-32.160	1149.694	814.202	313.611	1138.018	639.484	373.332	106.648
1032	2.57750	1163.477	596.353	1208.318	942.719	396.763	1544.373	878.382	429.013	954.618	1025.560	385.499	1012.660	1023.122	213.512	996.776	1380.300	270.635	103.794	836.839	321.051	1281.565	1143.801	178.351	493.108	717.548	429.395	527.857	1454.356	260.147	269.668	951.940	207.603	1546.409	1411.736	220.735	214.251	983.271	542.681	1030.509	814.073	304.052	1606.253	819.271	369.784	125.542	761.108	415.230	122.388	874.142	186.500	929.380	790.060	109.956	1033.130	1003.567	-32.273	1151.697	802.654	314.277	1139.294	617.456	372.327	109.466
1033	2.58000	1153.605	595.611	1208.896	931.981	397.656	1545.315	866.419	429.402	955.189	1014.158	385.294	1013.758	1011.620	213.139	998.391	1375.829	268.608	110.039	825.717	321.977	1282.637	1132.518	177.929	494.141	707.484	429.331	527.695	1447.431	259.864	276.931	940.938	208.443	1547.377	1405.901	219.833	221.368	971.041	541.817	1033.630	803.215	304.980	1607.189	798.166	369.309	122.685	739.746	414.530	121.178	862.392	186.495	930.871	778.624	110.998	1036.408	992.895	-32.708	1153.705	790.163	315.070	1140.458	595.661	371.229	112.553
1034	2.58250	1142.970	594.585	1209.279	921.074	398.510	1546.246	855.823	429.521	955.821	1003.096	385.085	1014.606	1000.182	212.773	999.815	1371.485	266.477	116.239	814.384	322.817	1283.798	1120.863	177.545	495.149	697.638	429.387	527.447	1440.085	259.651	284.342	930.060	209.324	1548.339	1400.040	218.968	228.268	958.879	541.066	1036.360	792.294	305.958	1608.403	777.233	368.736	120.140	718.666	413.918	119.979	850.857	186.405	932.252	767.361	111.942	1039.389	981.675	-32.696	1155.350	779.360	315.615	1141.428	574.548	370.015	115.803
1035	2.58500	1132.929	593.832	1209.522	910.107	399.337	1547.270	844.658	429.638	956.180	991.764	384.924	1015.492	988.878	212.475	1001.256	1367.044	264.142	122.533	803.191	323.662	1284.579	1109.132	177.333	495.886	687.901	429.505	527.103	1432.576	259.681	292.032	919.039	210.153	1549.275	1393.827	217.880	235.171	946.572	540.310	1039.013	781.447	306.908	1609.466	756.674	368.486	118.088	697.934	413.306	119.561	839.344	186.339	933.436	756.074	112.709	1042.002	970.481	-32.795	1157.162	767.739	316.120	1142.428	553.634	368.731	119.410
1036	2.58750	1122.755	593.128	1209.403	899.111	400.246	1548.170	833.543	429.596	956.556	980.511	384.784	1016.416	977.798	212.196	1002.586	1362.747	261.919	128.698	791.873	324.512	1285.551	1097.249	177.101	496.599	677.988	429.605	526.679	1424.837	259.473	299.650	908.036	211.010	1550.267	1387.229	217.100	242.242	934.355	539.612	1041.553	770.590	307.877	1610.534	736.252	367.929	116.121	677.316	412.719	119.179	827.923	186.159	934.812	744.884	113.483	1044.414	959.419	-32.927	1158.713	756.360	316.588	1143.367	533.129	367.470	123.102
1037	2.59000	1112.473	592.278	1209.385	888.174	401.101	1548.954	822.347	429.582	956.722	969.202	384.558	1017.205	966.621	211.978	1003.943	1358.232	259.348	135.189	780.382	325.408	1286.377	1085.157	177.051	497.331	668.184	429.624	526.185	1416.845	259.467	307.207	897.018	211.935	1551.115	1380.490	216.202	249.389	922.148	539.055	1043.950	759.671	308.862	1611.632	716.046	367.597	114.593	657.064	412.001	118.885	816.583	186.034	935.847	733.642	114.114	1046.327	948.209	-32.992	1160.173	745.038	317.095	1144.252	513.058	366.073	127.183
1038	2.59250	1102.340	591.592	1209.123	877.058	402.016	1549.931	811.396	429.450	956.955	957.943	384.418	1017.800	955.668	211.819	1005.116	1353.759	256.932	141.676	769.101	326.301	1286.943	1073.210	177.074	497.941	658.267	429.652	525.674	1408.779	259.444	314.984	885.982	212.822	1551.970	1373.536	215.282	256.876	909.969	538.522	1045.906	748.804	309.799	1612.601	696.204	367.143	113.069	637.142	411.306	118.937	805.374	185.894	936.752	722.580	114.683	1048.114	937.008	-33.052	1161.610	733.629	317.475	1145.063	493.436	364.737	131.185
1039	2.59500	1092.060	590.913	1208.680	866.048	402.946	1550.838	799.957	429.371	957.092	946.707	384.220	1018.394	944.571	211.678	1006.262	1348.767	254.292	148.596	757.821	327.113	1287.718	1061.141	177.160	498.522	648.500	429.675	525.048	1400.367	259.634	322.563	874.946	213.720	1552.646	1366.680	214.393	264.297	897.618	537.939	1047.745	737.675	310.764	1613.660	676.743	366.823	111.922	617.622	410.706	119.324	793.970	185.597	937.854	711.442	115.149	1049.408	925.764	-33.149	1163.086	722.326	317.850	1145.818	474.380	363.315	135.562
1040	2.59750	1081.664	590.236	1208.127	855.072	403.893	1551.594	788.905	429.128	957.268	935.581	384.080	1018.935	933.552	211.578	1007.291	1343.713	251.755	155.512	746.551	327.888	1288.271	1048.789	177.403	498.929	638.786	429.734	524.453	1392.078	259.650	330.235	863.862	214.573	1553.479	1359.669	213.464	271.985	885.284	537.432	1049.340	726.692	311.591	1614.541	657.577	366.327	110.992	598.464	409.778	119.718	783.117	185.326	938.713	700.316	115.646	1050.515	914.624	-33.123	1164.333	711.137	318.224	1146.369	455.831	361.894	140.046
1041	2.60000	1071.141	589.537	1207.303	844.013	404.799	1552.400	777.359	428.899	957.366	924.316	384.032	1019.265	922.571	211.483	1008.220	1338.390	249.139	162.488	735.443	328.768	1288.603	1036.664	177.560	499.660	629.146	429.765	523.685	1383.200	259.717	337.997	852.845	215.481	1554.091	1352.627	212.800	279.967	872.962	536.790	1050.610	715.720	312.468	1615.489	638.825	365.886	110.289	579.840	409.123	120.320	771.747	185.148	939.680	689.263	115.923	1051.092	903.522	-33.108	1165.489	700.100	318.564	1146.958	437.880	360.470	144.578
1042	2.60250	1060.614	588.942	1206.427	832.800	405.696	1553.010	766.022	428.690	957.422	913.206	383.861	1019.337	911.664	211.471	1009.006	1332.635	246.480	169.704	724.059	329.487	1289.185	1024.366	177.753	500.451	619.594	429.759	522.959	1374.271	260.028	345.589	841.748	216.361	1554.663	1345.395	211.858	287.761	860.701	536.512	1051.930	704.750	313.277	1616.324	620.447	365.367	109.806	561.723	408.475	121.279	760.583	184.952	940.392	678.509	116.147	1051.365	892.165	-32.976	1166.574	688.854	318.727	1147.561	420.413	359.280	149.263
1043	2.60500	1050.022	588.238	1205.528	821.780	406.576	1553.630	754.946	428.505	957.377	902.204	383.684	1019.458	900.732	211.495	1009.683	1326.689	243.712	176.945	712.785	330.269	1289.450	1012.124	177.880	501.335	610.143	429.919	522.203	1365.182	260.122	353.240	830.672	217.232	1555.027	1338.056	210.500	295.834	848.502	536.176	1053.048	693.767	314.103	1616.985	602.575	364.712	109.457	544.031	407.694	122.247	749.017	184.774	941.402	667.572	116.313	1051.522	880.904	-32.878	1167.595	677.765	318.948	1147.992	403.406	358.204	153.909
1044	2.60750	1039.280	587.573	1204.326	810.641	407.522	1554.150	743.616	428.217	957.496	891.132	383.657	1019.524	889.743	211.465	1010.138	1320.523	240.976	184.321	701.594	330.966	1289.765	999.891	178.096	502.062	600.757	430.022	521.326	1355.777	260.168	360.867	819.555	218.111	1555.530	1330.269	209.616	303.683	836.110	535.913	1053.954	682.703	314.957	1617.577	585.119	363.970	109.286	526.901	407.038	123.431	737.674	184.479	942.227	656.820	116.330	1051.340	869.639	-32.664	1168.382	666.693	319.168	1148.182	386.991	357.224	158.552
1045	2.61000	1028.326	586.911	1203.125	799.479	408.387	1554.611	732.415	428.073	957.476	880.077	383.500	1019.348	878.706	211.499	1010.531	1313.958	238.268	191.806	690.340	331.624	1289.819	987.540	178.296	502.806	591.383	430.189	520.431	1346.067	260.204	368.450	808.377	218.965	1555.837	1321.949	208.665	311.482	823.810	535.786	1054.779	671.643	315.800	1618.183	568.099	363.092	109.166	510.330	406.142	124.443	726.467	184.279	943.009	646.038	116.297	1050.802	858.317	-32.444	1169.340	655.670	319.377	1148.477	371.168	356.287	163.220
1046	2.61250	1018.893	586.811	1201.925	788.266	409.309	1554.962	721.084	427.936	957.334	869.115	383.470	1019.240	867.744	211.544	1010.921	1307.237	235.740	199.084	679.159	332.310	1290.127	975.129	178.386	503.604	582.090	430.592	519.443	1336.023	259.965	375.854	797.242	219.865	1556.020	1313.187	207.728	319.415	810.941	535.394	1055.262	660.638	316.653	1618.558	551.628	362.102	109.345	494.491	404.339	125.430	715.295	184.046	943.714	635.334	116.111	1049.955	847.166	-32.201	1170.163	644.658	319.508	1148.697	355.850	355.370	167.737
1047	2.61500	1008.234	586.364	1200.488	777.131	410.200	1555.352	709.907	427.785	957.325	857.918	383.402	1018.952	856.701	211.644	1011.161	1300.106	233.238	206.465	668.010	332.930	1290.094	962.749	178.177	504.569	572.697	431.046	518.436	1325.754	259.589	383.484	786.128	220.801	1556.211	1304.086	206.768	327.171	799.768	534.842	1055.751	649.557	317.425	1618.863	535.664	361.026	109.572	478.900	403.349	126.411	704.045	183.833	944.433	624.752	115.945	1049.108	835.836	-31.793	1170.773	633.505	319.541	1149.005	341.004	354.726	171.696
1048	2.61750	997.194	585.509	1198.781	765.845	411.046	1555.391	698.655	427.590	957.259	846.914	383.315	1018.678	845.614	211.681	1011.056	1292.801	230.911	213.844	657.026	333.489	1290.182	950.199	178.261	505.136	563.261	431.582	517.314	1315.152	259.325	390.663	775.051	221.710	1556.254	1294.567	205.737	334.810	787.239	534.879	1055.869	638.338	318.203	1619.082	520.213	359.727	109.885	463.805	402.436	127.662	692.947	183.587	945.010	614.250	115.733	1047.729	824.424	-31.430	1171.562	622.531	319.649	1148.982	326.541	354.132	175.433
1049	2.62000	985.952	584.904	1197.140	754.555	411.955	1555.681	687.410	427.441	957.075	835.717	383.351	1018.194	834.510	211.718	1011.062	1285.096	228.662	221.194	645.825	333.983	1290.009	937.318	178.371	505.590	553.719	432.232	516.093	1304.317	258.879	398.025	763.998	222.620	1556.317	1284.872	204.798	342.241	774.878	534.753	1055.868	627.283	319.028	1619.168	505.261	358.423	110.337	449.345	401.288	128.611	681.833	183.311	945.506	603.839	115.450	1046.082	813.331	-31.006	1172.050	611.558	319.726	1148.960	312.455	353.308	178.610
1050	2.62250	974.647	584.398	1195.398	743.296	412.784	1555.704	676.321	427.390	956.928	824.698	383.274	1017.926	823.300	211.855	1010.916	1277.069	226.670	228.406	634.660	334.436	1289.785	924.457	178.322	505.873	544.101	432.793	514.874	1293.437	258.355	405.120	752.801	223.506	1556.320	1274.630	203.746	349.545	762.483	534.760	1055.801	616.059	319.780	1619.288	490.865	357.010	110.772	435.322	400.286	129.587	670.727	183.089	945.856	593.562	115.055	1044.423	802.045	-30.556	1172.511	600.615	319.811	1148.831	298.871	352.953	181.456
1051	2.62500	963.279	583.826	1193.483	732.007	413.743	1555.589	665.206	427.354	956.662	813.511	383.302	1017.373	812.240	211.998	1010.596	1268.474	224.618	235.813	623.500	334.879	1289.590	911.375	178.192	505.921	534.398	433.408	513.699	1281.988	257.665	412.258	741.647	224.400	1556.233	1264.094	202.808	356.761	749.868	534.776	1055.528	604.790	320.529	1619.315	476.816	355.516	111.374	422.096	399.715	130.495	659.664	182.816	946.102	583.324	114.533	1042.498	790.791	-30.080	1172.777	589.736	319.857	1148.672	285.499	352.660	183.771
1052	2.62750	951.731	583.434	1191.579	720.729	414.518	1555.531	654.085	427.276	956.313	802.424	383.380	1016.960	801.020	212.150	1010.373	1259.799	222.904	242.811	612.258	335.257	1289.281	898.375	178.077	505.916	524.429	433.855	512.537	1270.331	256.932	419.176	730.417	225.229	1556.129	1253.286	201.785	363.701	737.426	534.792	1055.019	593.618	321.317	1619.098	463.391	354.125	111.788	409.066	398.678	131.073	648.621	182.620	946.182	572.983	113.837	1040.483	779.659	-29.610	1173.287	578.834	319.934	1148.384	272.608	352.124	185.650
1053	2.63000	940.207	583.048	1189.348	709.393	415.405	1555.406	643.062	427.267	956.018	791.222	383.414	1016.401	789.747	212.307	1009.904	1250.733	221.341	249.801	600.815	335.494	1289.020	885.178	178.107	505.746	514.279	434.185	511.292	1258.396	256.195	425.999	719.304	226.081	1555.996	1242.293	200.795	370.432	724.826	534.951	1054.494	582.353	322.079	1618.968	450.449	352.833	112.100	396.428	397.715	131.605	637.566	182.392	946.290	562.985	113.386	1038.058	768.320	-28.950	1173.431	567.944	320.062	1148.181	259.979	351.658	187.124
